epoch,phase,batch_idx,loss,acc,precision,recall,f1
1,train,236,0.555588,0.954799,0.017857,0.005952,0.008929
1,train,237,0.534338,0.956473,0.041667,0.009244,0.01501
1,train,238,0.537257,0.956473,0.065476,0.026361,0.037037
1,train,239,0.547485,0.953125,0.007143,0.004464,0.005495
1,train,240,0.558751,0.953683,0.007143,0.002551,0.003759
1,train,241,0.531065,0.952567,0.008929,0.002101,0.003401
1,train,242,0.527044,0.954241,0.020833,0.014423,0.017007
1,train,243,0.541878,0.954799,0.010204,0.005102,0.006803
1,train,244,0.536331,0.954799,0.017857,0.005639,0.008571
1,train,245,0.548228,0.955915,0.039286,0.009972,0.015873
1,train,246,0.561161,0.954241,0.017857,0.008929,0.011905
1,train,247,0.528207,0.958147,0.021429,0.005639,0.008929
1,train,248,0.561114,0.953683,0.0,0.0,0.0
1,train,249,0.531071,0.955357,0.0,0.0,0.0
1,train,250,0.521842,0.953125,0.0,0.0,0.0
1,train,251,0.535288,0.953125,0.010204,0.004202,0.005952
1,train,252,0.535018,0.955915,0.014286,0.004202,0.006494
1,train,253,0.51614,0.957589,0.0,0.0,0.0
1,train,254,0.560546,0.951451,0.035714,0.005102,0.008929
1,train,255,0.52722,0.959263,0.017857,0.006696,0.00974
1,train,256,0.519529,0.955915,0.007143,0.002232,0.003401
1,train,257,0.54563,0.955915,0.007143,0.002747,0.003968
1,train,258,0.529952,0.956473,0.007143,0.002232,0.003401
1,train,259,0.538919,0.953125,0.006494,0.004202,0.005102
1,train,260,0.58822,0.955357,0.0,0.0,0.0
1,train,261,0.550491,0.954241,0.008929,0.002976,0.004464
1,train,262,0.605893,0.954799,0.059524,0.008666,0.015079
1,train,263,0.530426,0.954241,0.0,0.0,0.0
1,train,264,0.53239,0.954799,0.021429,0.005357,0.008571
1,train,265,0.539238,0.953683,0.02381,0.006803,0.010582
1,train,266,0.499101,0.959263,0.013393,0.005102,0.007389
1,train,267,0.523598,0.960379,0.047619,0.009304,0.01514
1,train,268,0.518772,0.956473,0.010204,0.004202,0.005952
1,train,269,0.554526,0.955357,0.013393,0.006303,0.008571
1,train,270,0.536075,0.957589,0.0,0.0,0.0
1,train,271,0.544708,0.954799,0.014286,0.004762,0.007143
1,train,272,0.585015,0.953125,0.047619,0.01313,0.020497
1,train,273,0.546286,0.954799,0.005952,0.002976,0.003968
1,train,274,0.56132,0.959263,0.021429,0.008929,0.012605
1,train,275,0.529239,0.957031,0.011905,0.004762,0.006803
1,train,276,0.58233,0.955357,0.005952,0.003968,0.004762
1,train,277,0.503041,0.954799,0.015306,0.005952,0.008571
1,train,278,0.597583,0.953125,0.017857,0.002381,0.004202
1,train,279,0.56087,0.950893,0.008929,0.005102,0.006494
1,train,280,0.526801,0.954799,0.011905,0.004762,0.006803
1,train,281,0.525979,0.954799,0.008929,0.002101,0.003401
1,train,282,0.540416,0.952009,0.040816,0.007849,0.0125
1,train,283,0.555079,0.958147,0.010204,0.004202,0.005952
1,train,284,0.550607,0.957031,0.011905,0.002381,0.003968
1,train,285,0.517577,0.959263,0.014286,0.004202,0.006494
1,train,286,0.518517,0.958147,0.041667,0.011676,0.018045
1,train,287,0.52297,0.957589,0.053571,0.008433,0.01443
1,train,288,0.534741,0.952567,0.004464,0.001786,0.002551
1,train,289,0.56163,0.953125,0.017857,0.004464,0.007143
1,train,290,0.550472,0.948661,0.0,0.0,0.0
1,train,291,0.534901,0.954799,0.008929,0.002381,0.003759
1,train,292,0.548905,0.955357,0.02381,0.004762,0.007937
1,train,293,0.532463,0.953125,0.0,0.0,0.0
1,train,294,0.543964,0.958705,0.005952,0.002976,0.003968
1,train,295,0.555252,0.954799,0.010204,0.004464,0.006211
1,train,296,0.550754,0.954799,0.021429,0.007653,0.011278
1,train,297,0.56419,0.957031,0.017857,0.003571,0.005952
1,train,298,0.524649,0.956473,0.02381,0.004202,0.007143
1,train,299,0.526498,0.956473,0.008929,0.002381,0.003759
1,train,300,0.557861,0.953125,0.0,0.0,0.0
1,train,301,0.530001,0.953683,0.008929,0.001701,0.002857
1,train,302,0.534514,0.952567,0.0,0.0,0.0
1,train,303,0.555258,0.954799,0.0,0.0,0.0
1,train,304,0.516009,0.958147,0.02381,0.003571,0.006211
1,train,305,0.525285,0.955915,0.008929,0.001786,0.002976
1,train,306,0.475613,0.963728,0.035714,0.004202,0.007519
1,train,307,0.55442,0.955357,0.0,0.0,0.0
1,train,308,0.535085,0.954241,0.008929,0.00188,0.003106
1,train,309,0.527073,0.954799,0.007143,0.001984,0.003106
1,train,310,0.557119,0.953125,0.0,0.0,0.0
1,train,311,0.53982,0.954799,0.011905,0.002381,0.003968
1,train,312,0.534926,0.954241,0.0,0.0,0.0
1,train,313,0.540217,0.953125,0.011905,0.003968,0.005952
1,train,314,0.537972,0.956473,0.007143,0.001786,0.002857
1,train,315,0.528234,0.954241,0.005102,0.001984,0.002857
1,train,316,0.543743,0.953683,0.011905,0.003968,0.005952
1,train,317,0.533655,0.956473,0.015306,0.007653,0.010204
1,train,318,0.512521,0.956473,0.0,0.0,0.0
1,train,319,0.491999,0.955915,0.017857,0.002857,0.004926
1,train,320,0.502867,0.955357,0.005952,0.00188,0.002857
1,train,321,0.491214,0.958705,0.017857,0.003106,0.005291
1,train,322,0.539641,0.957589,0.019841,0.009921,0.013228
1,train,323,0.515718,0.956473,0.005102,0.002976,0.003759
1,train,324,0.496407,0.957589,0.017857,0.005357,0.008242
1,train,325,0.568375,0.954241,0.015306,0.008242,0.010714
1,train,326,0.518833,0.955915,0.008929,0.004202,0.005714
1,train,327,0.484076,0.960379,0.013393,0.005102,0.007389
1,train,328,0.512924,0.956473,0.008929,0.001984,0.003247
1,train,329,0.507181,0.958147,0.007143,0.002232,0.003401
1,train,330,0.527863,0.957031,0.011905,0.005495,0.007519
1,train,331,0.544388,0.952567,0.011905,0.003968,0.005952
1,train,332,0.531246,0.957589,0.017857,0.004202,0.006803
1,train,333,0.51956,0.955915,0.011905,0.001623,0.002857
1,train,334,0.522596,0.954799,0.007143,0.002232,0.003401
1,train,335,0.557553,0.952567,0.007143,0.002381,0.003571
1,train,336,0.559701,0.954241,0.0,0.0,0.0
1,train,337,0.522354,0.957589,0.0,0.0,0.0
1,train,338,0.534157,0.955357,0.014286,0.003759,0.005952
1,train,339,0.504691,0.957031,0.008929,0.002101,0.003401
1,train,340,0.486047,0.958705,0.042857,0.011029,0.017532
1,train,341,0.494843,0.959263,0.0,0.0,0.0
1,train,342,0.482142,0.962054,0.0,0.0,0.0
1,train,343,0.560925,0.954241,0.0,0.0,0.0
1,train,344,0.517798,0.955915,0.053571,0.015476,0.02381
1,train,345,0.541892,0.955357,0.0,0.0,0.0
1,train,346,0.54007,0.953125,0.005952,0.002551,0.003571
1,train,347,0.516122,0.958147,0.015873,0.008403,0.010989
1,train,348,0.57609,0.953125,0.017857,0.006303,0.009317
1,train,349,0.551776,0.957589,0.007143,0.002232,0.003401
1,train,350,0.498162,0.957031,0.008929,0.004464,0.005952
1,train,351,0.586405,0.954241,0.005102,0.002747,0.003571
1,train,352,0.499079,0.959263,0.017857,0.003571,0.005952
1,train,353,0.529904,0.954241,0.011905,0.002101,0.003571
1,train,354,0.509766,0.954241,0.011905,0.003401,0.005291
1,train,355,0.526268,0.954799,0.007143,0.001786,0.002857
1,train,356,0.512444,0.960938,0.035714,0.002551,0.004762
1,train,357,0.526135,0.957031,0.007143,0.003247,0.004464
1,train,358,0.499042,0.958147,0.017857,0.002101,0.003759
1,train,359,0.508045,0.958705,0.013393,0.008242,0.010204
1,train,360,0.531546,0.954799,0.008929,0.002747,0.004202
1,train,361,0.577281,0.955915,0.015306,0.005639,0.008242
1,train,362,0.500437,0.958147,0.015306,0.007653,0.010204
1,train,363,0.531716,0.951451,0.0,0.0,0.0
1,train,364,0.504728,0.957031,0.011905,0.003247,0.005102
1,train,365,0.51331,0.957031,0.011905,0.002101,0.003571
1,train,366,0.495352,0.957031,0.015306,0.005639,0.008242
1,train,367,0.511958,0.957589,0.0,0.0,0.0
1,train,368,0.492311,0.960938,0.012755,0.012755,0.012755
1,train,369,0.521031,0.955915,0.019841,0.006868,0.010204
1,train,370,0.51604,0.953125,0.008242,0.006303,0.007143
1,train,371,0.524364,0.959821,0.026786,0.005102,0.008571
1,train,372,0.52977,0.955357,0.003968,0.002101,0.002747
1,train,373,0.524212,0.952567,0.004762,0.005952,0.005291
1,train,374,0.486452,0.957031,0.005102,0.001984,0.002857
1,train,375,0.505377,0.957031,0.007143,0.001984,0.003106
1,train,376,0.586022,0.948661,0.003968,0.003247,0.003571
1,train,377,0.537667,0.957589,0.007143,0.002551,0.003759
1,train,378,0.488088,0.960938,0.026786,0.011905,0.016484
1,train,379,0.544866,0.957031,0.011905,0.002747,0.004464
1,train,380,0.552904,0.952009,0.008929,0.003247,0.004762
1,train,381,0.505991,0.955357,0.0,0.0,0.0
1,train,382,0.539184,0.958705,0.017857,0.002551,0.004464
1,train,383,0.549354,0.960938,0.035714,0.002232,0.004202
1,train,384,0.490697,0.961496,0.0,0.0,0.0
1,train,385,0.536526,0.958705,0.017857,0.004202,0.006803
1,train,386,0.479944,0.958147,0.021429,0.004464,0.007389
1,train,387,0.532322,0.957031,0.017857,0.007143,0.010204
1,train,388,0.534945,0.956473,0.0,0.0,0.0
1,train,389,0.517987,0.953125,0.044643,0.006845,0.011696
1,train,390,0.490763,0.954799,0.011905,0.003106,0.004926
1,train,391,0.518857,0.954799,0.010204,0.003401,0.005102
1,train,392,0.49481,0.959263,0.015306,0.00487,0.007389
1,train,393,0.507731,0.953683,0.010204,0.005102,0.006803
1,train,394,0.533719,0.951451,0.0,0.0,0.0
1,train,395,0.489854,0.957031,0.014286,0.008403,0.010582
1,train,396,0.516781,0.957031,0.017857,0.005639,0.008571
1,train,397,0.521147,0.954799,0.005952,0.002747,0.003759
1,train,398,0.49866,0.956473,0.005952,0.001984,0.002976
1,train,399,0.566894,0.952567,0.044643,0.01039,0.016667
1,train,400,0.55216,0.954799,0.044643,0.011676,0.018487
1,train,401,0.51931,0.955915,0.007143,0.002381,0.003571
1,train,402,0.471605,0.959821,0.014286,0.003571,0.005714
1,train,403,0.563243,0.955357,0.0,0.0,0.0
1,train,404,0.477579,0.962612,0.038265,0.013505,0.019841
1,train,405,0.510711,0.962054,0.021429,0.008242,0.011905
1,train,406,0.56008,0.949219,0.025,0.00989,0.014172
1,train,407,0.484849,0.958147,0.017857,0.004121,0.006696
1,train,408,0.505379,0.957589,0.017857,0.004202,0.006803
1,train,409,0.510806,0.956473,0.0,0.0,0.0
1,train,410,0.497039,0.960938,0.044643,0.038265,0.039683
1,train,411,0.552261,0.953683,0.007143,0.002551,0.003759
1,train,412,0.504372,0.955357,0.035714,0.015152,0.01978
1,train,413,0.52624,0.957589,0.035714,0.001984,0.003759
1,train,414,0.48211,0.960938,0.035714,0.014031,0.019841
1,train,415,0.509696,0.958147,0.017857,0.011905,0.014286
1,train,416,0.543306,0.955915,0.035714,0.01369,0.019424
1,train,417,0.5015,0.955915,0.044643,0.010913,0.017532
1,train,418,0.493566,0.956473,0.0,0.0,0.0
1,train,419,0.545195,0.953125,0.041667,0.021825,0.028571
1,train,420,0.496039,0.957031,0.017857,0.008929,0.011905
1,train,421,0.485688,0.956473,0.015306,0.005639,0.008242
1,train,422,0.54343,0.953125,0.021429,0.005639,0.008929
1,train,423,0.522636,0.954241,0.011905,0.003571,0.005495
1,train,424,0.518641,0.961496,0.075,0.022959,0.033438
1,train,425,0.5083,0.955915,0.016234,0.009398,0.011905
1,train,426,0.50423,0.957031,0.02381,0.004464,0.007519
1,train,427,0.510445,0.958147,0.020408,0.010989,0.014286
1,train,428,0.550926,0.956473,0.035714,0.016106,0.021088
1,train,429,0.552242,0.955357,0.053571,0.019558,0.028571
1,train,430,0.505665,0.958705,0.035714,0.035714,0.035714
1,train,431,0.483517,0.959263,0.017857,0.002101,0.003759
1,train,432,0.500999,0.957589,0.05,0.01233,0.01978
1,train,433,0.493504,0.958705,0.011905,0.004202,0.006211
1,train,434,0.49765,0.954241,0.045918,0.009921,0.015918
1,train,435,0.517043,0.959263,0.008929,0.002551,0.003968
1,train,436,0.491136,0.959263,0.095238,0.019274,0.031604
1,train,437,0.533466,0.958147,0.053571,0.034014,0.041558
1,train,438,0.558101,0.954241,0.0,0.0,0.0
1,train,439,0.492894,0.955915,0.007937,0.004202,0.005495
1,train,440,0.471476,0.957031,0.013393,0.005102,0.007389
1,train,441,0.532584,0.954799,0.028061,0.016106,0.020238
1,train,442,0.469208,0.959821,0.05,0.008208,0.014031
1,train,443,0.516914,0.955357,0.0,0.0,0.0
1,train,444,0.536758,0.953683,0.028571,0.047619,0.035088
1,train,445,0.536859,0.952009,0.060714,0.031548,0.041429
1,train,446,0.497144,0.960938,0.035714,0.005952,0.010204
1,train,447,0.487078,0.958705,0.022321,0.008117,0.011905
1,train,448,0.544928,0.952567,0.059524,0.007937,0.013946
1,train,449,0.537887,0.953125,0.035714,0.027056,0.028912
1,train,450,0.496508,0.955915,0.0,0.0,0.0
1,train,451,0.519014,0.957031,0.008929,0.002976,0.004464
1,train,452,0.50617,0.958147,0.083333,0.027778,0.040533
1,train,453,0.487121,0.960938,0.053571,0.037267,0.038571
1,train,454,0.498173,0.959263,0.039286,0.02416,0.027597
1,train,455,0.52412,0.956473,0.059524,0.043768,0.031633
1,train,456,0.501356,0.955357,0.05119,0.042659,0.044048
1,train,457,0.494814,0.953683,0.017007,0.037698,0.020714
1,train,458,0.491409,0.958147,0.08631,0.036706,0.05
1,train,459,0.514496,0.955915,0.035714,0.025298,0.029592
1,train,460,0.562004,0.952009,0.03373,0.025376,0.028061
1,train,461,0.528253,0.951451,0.031746,0.018487,0.023352
1,train,462,0.524475,0.952567,0.016234,0.009398,0.011905
1,train,463,0.553292,0.953125,0.028061,0.022059,0.02381
1,train,464,0.542609,0.949777,0.003571,0.002976,0.003247
1,train,465,0.480564,0.957031,0.08631,0.027679,0.039505
1,train,466,0.490302,0.960379,0.026786,0.010714,0.015306
1,train,467,0.572716,0.953683,0.080357,0.021104,0.033333
1,train,468,0.502129,0.954241,0.015306,0.007143,0.00974
1,train,469,0.51395,0.957031,0.020408,0.007143,0.010582
1,train,470,0.473435,0.959263,0.069444,0.034045,0.045395
1,train,471,0.502234,0.954799,0.068878,0.02415,0.035714
1,train,472,0.525549,0.952567,0.081633,0.048845,0.056122
1,train,473,0.513642,0.958147,0.089286,0.028061,0.040675
1,train,474,0.511157,0.957589,0.059524,0.041447,0.046151
1,train,475,0.587672,0.948661,0.045455,0.025,0.032051
1,train,476,0.457995,0.960379,0.042857,0.032331,0.034524
